Product,Franchise Code,Date,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
Amaretto,ME641,12/1/2018,50,90,70,140,50,821,73,14,48,123,25
Amaretto,ME641,8/1/2018,270,370,260,640,234,1310,312,77,203,546,109
Amaretto,ME641,6/1/2018,50,60,20,110,54,312,66,20,13,120,53
Amaretto,ME712,5/1/2018,30,50,0,80,37,261,53,34,-10,90,63
Amaretto,ME712,3/1/2018,70,110,30,180,79,551,111,72,9,190,102
Amaretto,ME712,2/1/2018,30,40,-10,70,37,261,53,34,-10,90,63
Amaretto,GE209,7/1/2018,190,210,140,400,170,1091,171,47,99,341,72
Amaretto,GE209,5/1/2018,50,80,50,130,60,336,80,19,33,140,47
Amaretto,CH503,12/1/2018,140,160,110,300,170,1091,171,47,99,341,72
Amaretto,CH503,5/1/2018,50,60,20,110,54,312,66,20,13,120,53
Amaretto,CH503,3/1/2018,50,100,80,150,67,400,113,20,70,180,43
Amaretto,CH541,11/1/2018,30,50,30,80,38,241,55,12,21,93,34
Amaretto,CH541,9/1/2018,30,40,40,70,36,777,54,10,33,90,21
Amaretto,CH541,8/1/2018,80,120,100,200,95,821,139,26,102,234,37
Amaretto,CH541,6/1/2018,200,280,200,480,234,1310,312,77,202,546,110
Amaretto,CH541,1/1/2018,90,130,30,220,105,725,145,95,16,250,129
Amaretto,GE562,8/1/2018,40,60,40,100,49,623,63,16,35,112,28
Amaretto,GE619,11/1/2018,30,40,0,70,37,261,53,34,-11,90,64
Amaretto,GE707,6/1/2018,70,120,100,190,89,777,130,24,95,219,35
Amaretto,GE714,9/1/2018,100,170,120,270,124,961,186,40,115,310,71
Amaretto,GE818,10/1/2018,30,50,30,80,48,623,62,15,34,110,28
Amaretto,GE818,4/1/2018,10,30,20,40,18,821,27,5,11,45,16
Amaretto,GE909,2/1/2018,20,50,50,70,32,456,48,8,29,80,19
Amaretto,GE916,1/1/2018,260,300,220,560,207,965,245,64,159,452,86
Amaretto,GE925,3/1/2018,80,110,80,190,83,623,107,27,68,190,39
Amaretto,GE951,12/1/2018,50,70,50,120,44,623,56,14,29,100,27
Amaretto,CH971,10/1/2018,260,380,260,640,271,2101,407,94,262,678,145
Amaretto,CH971,7/1/2018,80,110,20,190,79,551,111,72,9,190,102
Amaretto,CH971,4/1/2018,60,400,360,460,72,558,422,23,367,494,55
Amaretto,CH971,2/1/2018,60,100,70,160,55,312,75,18,30,130,45
Amaretto,MA435,12/1/2018,340,500,370,840,271,2101,407,94,262,678,145
Amaretto,MA435,10/1/2018,80,120,60,200,67,400,93,22,28,160,65
Amaretto,MA435,7/1/2018,110,180,130,290,124,961,186,40,115,310,71
Amaretto,MA435,6/1/2018,20,40,20,60,28,965,34,8,5,62,29
Amaretto,MA435,5/1/2018,40,50,10,90,34,197,42,12,-3,76,45
Amaretto,MA435,4/1/2018,40,60,50,100,34,777,51,9,30,85,21
Amaretto,MA435,3/1/2018,90,100,40,190,85,494,105,32,39,190,66
Amaretto,MA435,2/1/2018,150,210,130,360,144,862,201,47,111,345,90
Amaretto,MA801,11/1/2018,60,100,70,160,53,338,77,16,38,130,39
Amaretto,MA801,9/1/2018,40,70,40,110,48,372,72,15,25,120,47
Amaretto,MA801,8/1/2018,80,110,70,190,84,651,126,27,68,210,58
Amaretto,MA801,1/1/2018,60,90,50,150,48,372,72,15,26,120,46
Amaretto,RU262,11/1/2018,60,80,50,140,57,364,83,18,42,140,41
Amaretto,RU262,5/1/2018,40,70,20,110,58,338,72,22,17,130,55
Amaretto,RU262,3/1/2018,100,150,120,250,95,821,139,26,101,234,38
Amaretto,RU262,2/1/2018,50,80,50,130,61,390,89,19,47,150,42
Amaretto,RU262,1/1/2018,30,50,40,80,32,821,48,8,29,80,19
Amaretto,RU414,9/1/2018,20,40,0,60,37,261,53,34,-10,90,63
Amaretto,RU715,12/1/2018,20,30,30,50,32,456,48,8,28,80,20
Amaretto,RU715,10/1/2018,50,90,80,140,89,777,130,24,94,219,36
Amaretto,RU715,8/1/2018,50,80,60,130,50,821,73,14,47,123,26
Amaretto,RU715,6/1/2018,190,210,140,400,228,1459,228,63,141,456,87
Amaretto,RU920,7/1/2018,150,220,150,370,234,1310,312,77,203,546,109
Amaretto,RU920,4/1/2018,30,40,10,70,35,196,47,11,9,82,38
Amaretto,BR303,2/1/2018,40,70,50,110,54,456,80,15,53,134,27
Amaretto,BR719,12/1/2018,40,80,50,120,67,400,113,20,70,180,43
Amaretto,BR719,6/1/2018,10,30,20,40,18,821,27,5,10,45,17
Amaretto,BR719,1/1/2018,30,50,40,80,32,821,48,8,28,80,20
Amaretto,BR720,8/1/2018,70,110,60,180,84,651,126,27,68,210,58
Amaretto,BR720,7/1/2018,40,70,60,110,54,456,80,15,54,134,26
Amaretto,BR720,5/1/2018,80,130,80,210,72,558,108,23,53,180,55
Amaretto,BR720,4/1/2018,70,110,70,180,84,651,126,27,67,210,59
Amaretto,BR720,3/1/2018,50,70,50,120,48,623,62,15,34,110,28
Amaretto,BR970,11/1/2018,40,70,50,110,50,821,73,14,47,123,26
Amaretto,BR970,10/1/2018,160,160,100,320,170,1091,171,47,99,341,72
Amaretto,BR970,9/1/2018,50,70,40,120,55,312,75,18,30,130,45
Caffe Latte,FR505,12/1/2018,220,300,200,520,234,1310,312,77,203,546,109
Caffe Latte,FR505,11/1/2018,10,40,30,50,17,777,26,4,10,43,16
Caffe Latte,FR505,10/1/2018,10,30,20,40,17,777,26,4,11,43,15
Caffe Latte,FR505,9/1/2018,50,70,50,120,61,390,89,19,48,150,41
Caffe Latte,FR505,8/1/2018,50,80,60,130,46,777,68,12,45,114,23
Caffe Latte,FR505,7/1/2018,260,270,180,530,228,1459,228,63,140,456,88
Caffe Latte,FR505,6/1/2018,60,80,60,140,69,965,81,21,39,150,42
Caffe Latte,FR505,5/1/2018,70,100,60,170,77,432,103,25,50,180,53
Caffe Latte,FR505,4/1/2018,30,40,10,70,35,196,47,11,9,82,38
Caffe Latte,FR505,3/1/2018,60,90,40,150,58,338,72,22,16,130,56
Caffe Latte,FR505,2/1/2018,100,130,100,230,83,623,107,27,68,190,39
Caffe Latte,FR505,1/1/2018,100,140,110,240,95,821,139,26,101,234,38
Caffe Latte,JA206,10/1/2018,40,60,50,100,32,821,48,8,28,80,20
Caffe Latte,JA206,9/1/2018,80,100,60,180,77,432,103,25,51,180,52
Caffe Latte,JA206,8/1/2018,100,130,70,230,85,494,105,32,39,190,66
Caffe Latte,JA206,7/1/2018,70,100,70,170,57,364,83,18,42,140,41
Caffe Latte,JA206,6/1/2018,180,-40,-120,140,144,862,-26,47,-117,118,91
Caffe Latte,JA206,5/1/2018,20,30,20,50,23,623,31,7,12,54,19
Caffe Latte,JA206,4/1/2018,30,40,20,70,28,965,34,8,4,62,30
Caffe Latte,JA253,12/1/2018,40,60,50,100,33,777,48,9,28,81,20
Caffe Latte,JA253,11/1/2018,80,90,50,170,78,965,92,24,47,170,45
Caffe Latte,JA253,3/1/2018,100,140,100,240,95,608,139,30,87,234,52
Caffe Latte,JA360,2/1/2018,90,140,60,230,79,551,111,72,9,190,102
Caffe Latte,JA425,1/1/2018,80,110,70,190,84,500,116,26,67,200,49
Caffe Latte,UN318,10/1/2018,110,10,-30,120,88,525,11,27,-39,99,50
Caffe Latte,UN318,9/1/2018,60,90,20,150,63,435,87,57,0,150,87
Caffe Latte,UN318,6/1/2018,50,70,40,120,64,965,76,19,36,140,40
Caffe Latte,UN318,3/1/2018,90,140,110,230,89,777,130,24,94,219,36
Caffe Latte,UN318,2/1/2018,60,90,10,150,75,522,105,68,7,180,98
Caffe Latte,UN504,11/1/2018,20,30,10,50,35,196,47,11,9,82,38
Caffe Latte,UN504,1/1/2018,30,60,60,90,54,456,80,15,54,134,26
Caffe Latte,UN985,12/1/2018,50,90,60,140,84,651,126,27,68,210,58
Caffe Latte,UN985,8/1/2018,210,270,160,480,245,1419,301,93,175,546,126
Caffe Latte,UN985,7/1/2018,150,160,100,310,228,1459,228,63,141,456,87
Caffe Latte,UN985,5/1/2018,20,30,-10,50,29,169,36,11,-9,65,45
Caffe Latte,UN985,4/1/2018,60,90,40,150,72,558,108,23,54,180,54
Caffe Latte,SP702,12/1/2018,40,60,40,100,61,390,89,19,48,150,41
Caffe Latte,SP702,10/1/2018,70,100,60,170,84,500,116,26,67,200,49
Caffe Latte,SP702,9/1/2018,30,50,30,80,44,623,56,14,30,100,26
Caffe Latte,SP702,8/1/2018,50,90,70,140,54,456,80,15,54,134,26
Caffe Latte,SP702,7/1/2018,30,50,40,80,32,456,48,8,29,80,19
Caffe Latte,SP702,2/1/2018,10,30,10,40,29,169,36,11,-9,65,45
Caffe Latte,SP775,11/1/2018,40,80,50,120,72,558,108,23,54,180,54
Caffe Latte,SP775,6/1/2018,50,80,50,130,84,500,116,26,67,200,49
Caffe Latte,SP775,5/1/2018,40,60,40,100,38,777,56,10,35,94,21
Caffe Latte,SP775,4/1/2018,160,-160,-240,0,245,1419,-245,93,-354,17,126
Caffe Latte,SP775,3/1/2018,20,40,0,60,34,197,42,12,-4,76,46
Caffe Latte,SP775,1/1/2018,40,80,20,120,75,522,105,68,8,180,97
Caffe Latte,GE415,5/1/2018,10,30,20,40,17,777,26,4,11,43,15
Caffe Latte,CH503,10/1/2018,30,50,40,80,33,777,48,9,28,81,20
Caffe Latte,CH503,9/1/2018,50,80,50,130,57,364,83,18,42,140,41
Caffe Latte,CH503,6/1/2018,50,80,20,130,63,435,87,57,0,150,87
Caffe Latte,CH503,2/1/2018,70,110,30,180,79,551,111,72,10,190,101
Caffe Latte,CH503,1/1/2018,180,190,100,370,245,1419,238,93,111,483,127
Caffe Latte,CH541,11/1/2018,20,50,50,70,33,777,48,9,28,81,20
Caffe Latte,CH541,5/1/2018,40,60,30,100,58,338,72,22,17,130,55
Caffe Latte,CH541,4/1/2018,40,60,30,100,48,372,72,15,25,120,47
Caffe Latte,CH541,3/1/2018,60,80,40,140,85,494,105,32,40,190,65
Caffe Latte,GE559,11/1/2018,30,50,30,80,44,623,56,14,29,100,27
Caffe Latte,GE562,10/1/2018,170,220,160,390,207,965,245,64,160,452,85
Caffe Latte,GE661,1/1/2018,80,120,90,200,95,608,139,30,86,234,53
Caffe Latte,GE707,6/1/2018,120,180,120,300,144,862,201,47,111,345,90
Caffe Latte,GE760,3/1/2018,80,100,40,180,85,494,105,32,40,190,65
Caffe Latte,GE818,7/1/2018,70,10,-20,80,88,525,11,27,-39,99,50
Caffe Latte,GE831,2/1/2018,70,90,60,160,83,623,107,27,68,190,39
Caffe Latte,GE916,12/1/2018,20,50,50,70,34,777,51,9,30,85,21
Caffe Latte,GE916,8/1/2018,20,30,0,50,34,197,42,12,-4,76,46
Caffe Latte,GE925,4/1/2018,40,50,20,90,54,312,66,20,13,120,53
Caffe Latte,GE949,9/1/2018,20,40,20,60,28,965,34,8,4,62,30
Caffe Latte,CH971,12/1/2018,20,50,50,70,32,821,48,8,29,80,19
Caffe Latte,CH971,8/1/2018,50,70,40,120,60,336,80,19,33,140,47
Caffe Latte,CH971,7/1/2018,150,-10,-70,140,207,965,-27,64,-113,180,86
Caffe Latte,MA435,12/1/2018,70,10,-30,80,88,525,11,27,-40,99,51
Caffe Latte,MA435,11/1/2018,70,90,60,160,83,623,107,27,67,190,40
Caffe Latte,MA435,9/1/2018,50,80,50,130,78,965,92,24,47,170,45
Caffe Latte,MA435,6/1/2018,80,120,90,200,95,608,139,30,86,234,53
Caffe Latte,MA435,5/1/2018,80,120,100,200,95,821,139,26,101,234,38
Caffe Latte,MA435,4/1/2018,50,60,40,110,69,965,81,21,39,150,42
Caffe Latte,MA435,3/1/2018,210,270,200,480,228,1459,262,63,175,490,87
Caffe Latte,MA435,2/1/2018,160,170,110,330,170,1091,171,47,100,341,71
Caffe Latte,MA435,1/1/2018,20,40,0,60,29,169,36,11,-8,65,44
Caffe Latte,MA801,10/1/2018,100,150,120,250,99,766,144,27,105,243,39
Caffe Latte,MA801,8/1/2018,50,70,30,120,53,306,65,20,12,118,53
Caffe Latte,MA801,7/1/2018,90,110,70,200,75,956,90,23,46,165,44
Caffe Latte,SI405,10/1/2018,60,100,40,160,54,427,75,49,-4,129,79
Caffe Latte,SI405,3/1/2018,130,30,-20,160,104,685,28,33,-27,132,55
Caffe Latte,SI405,2/1/2018,10,30,20,40,18,818,27,5,10,45,17
Caffe Latte,SI405,1/1/2018,30,60,40,90,41,236,60,13,25,101,35
Caffe Latte,SI580,9/1/2018,60,80,50,140,60,329,80,19,33,140,47
Caffe Latte,SI580,7/1/2018,60,100,60,160,75,378,114,24,58,189,56
Caffe Latte,SI918,12/1/2018,70,100,70,170,86,300,120,26,70,206,50
Caffe Latte,SI918,11/1/2018,40,50,30,90,42,771,61,11,38,103,23
Caffe Latte,SI918,8/1/2018,210,220,150,430,228,1436,229,63,142,457,87
Caffe Latte,SI918,6/1/2018,50,70,20,120,59,331,73,22,18,132,55
Caffe Latte,SI918,5/1/2018,0,40,30,40,0,774,43,0,31,43,12
Caffe Latte,SI918,4/1/2018,50,80,10,130,65,342,90,58,2,155,88
Caffe Latte,SW254,5/1/2018,40,60,40,100,48,617,62,15,35,110,27
Caffe Latte,SW281,7/1/2018,20,30,0,50,30,104,38,11,-7,68,45
Caffe Latte,SW325,3/1/2018,80,120,100,200,99,766,144,27,106,243,38
Caffe Latte,SW430,8/1/2018,80,140,110,220,77,449,112,21,80,189,32
Caffe Latte,SW512,12/1/2018,10,30,30,40,22,452,34,6,17,56,17
Caffe Latte,SW512,2/1/2018,110,-60,-190,50,121,901,-60,110,-203,61,143
Caffe Latte,SW817,11/1/2018,80,100,60,180,70,957,84,21,42,154,42
Caffe Latte,SW830,9/1/2018,50,70,10,120,54,451,74,49,-4,128,78
Caffe Latte,SW830,1/1/2018,40,60,40,100,49,617,63,16,35,112,28
Caffe Latte,SW832,10/1/2018,110,160,30,270,121,712,169,110,26,290,143
Caffe Latte,SW832,4/1/2018,60,90,20,150,65,513,90,58,3,155,87
Caffe Latte,SW936,6/1/2018,50,80,50,130,60,329,80,19,33,140,47
Caffe Mocha,UN216,7/1/2018,20,30,20,50,19,774,28,5,11,47,17
Caffe Mocha,UN234,2/1/2018,10,30,20,40,18,818,27,5,10,45,17
Caffe Mocha,UN419,6/1/2018,50,90,70,140,65,372,109,20,65,174,44
Caffe Mocha,UN440,11/1/2018,50,90,70,140,50,814,73,14,48,123,25
Caffe Mocha,UN513,9/1/2018,270,370,260,640,234,1282,311,77,201,545,110
Caffe Mocha,UN513,8/1/2018,50,60,20,110,53,306,65,20,12,118,53
Caffe Mocha,UN513,3/1/2018,40,60,10,100,43,256,61,39,-7,104,68
Caffe Mocha,UN567,10/1/2018,80,130,40,210,92,541,128,83,16,220,112
Caffe Mocha,UN567,4/1/2018,30,50,0,80,43,256,61,39,-7,104,68
Caffe Mocha,UN614,1/1/2018,190,210,140,400,170,1073,170,47,98,340,72
Caffe Mocha,UN740,12/1/2018,50,80,50,130,60,329,80,19,33,140,47
Caffe Mocha,UN740,5/1/2018,140,150,100,290,170,1073,170,47,99,340,71
Caffe Mocha,FR505,12/1/2018,50,60,20,110,53,306,65,20,11,118,54
Caffe Mocha,FR505,11/1/2018,50,100,80,150,65,372,109,20,66,174,43
Caffe Mocha,FR505,10/1/2018,30,50,30,80,41,236,60,13,24,101,36
Caffe Mocha,FR505,9/1/2018,20,50,50,70,33,772,48,9,28,81,20
Caffe Mocha,FR505,8/1/2018,80,120,100,200,95,809,137,26,100,232,37
Caffe Mocha,FR505,7/1/2018,200,270,190,470,234,1282,311,77,201,545,110
Caffe Mocha,FR505,6/1/2018,100,150,40,250,121,712,169,110,26,290,143
Caffe Mocha,FR505,5/1/2018,40,60,40,100,49,617,63,16,35,112,28
Caffe Mocha,FR505,4/1/2018,30,60,10,90,43,256,61,39,-8,104,69
Caffe Mocha,FR505,3/1/2018,80,130,110,210,99,766,144,27,105,243,39
Caffe Mocha,FR505,2/1/2018,110,170,120,280,130,945,195,42,121,325,74
Caffe Mocha,FR505,1/1/2018,30,50,30,80,48,617,62,15,34,110,28
Caffe Mocha,IN239,10/1/2018,10,30,20,40,18,818,27,5,10,45,17
Caffe Mocha,IN239,1/1/2018,10,30,30,40,22,452,34,6,17,56,17
Caffe Mocha,IN305,12/1/2018,260,320,240,580,213,942,252,66,164,465,88
Caffe Mocha,IN305,2/1/2018,80,110,80,190,83,613,107,27,68,190,39
Caffe Mocha,IN386,7/1/2018,50,70,50,120,44,618,56,14,29,100,27
Caffe Mocha,IN754,11/1/2018,240,370,250,610,258,2067,387,90,245,645,142
Caffe Mocha,IN786,6/1/2018,90,140,40,230,92,541,128,83,15,220,113
Caffe Mocha,IN786,5/1/2018,70,370,330,440,75,235,395,24,340,470,55
Caffe Mocha,IN786,4/1/2018,60,100,70,160,55,305,75,18,30,130,45
Caffe Mocha,IN863,9/1/2018,120,180,130,300,130,945,195,42,121,325,74
Caffe Mocha,IN941,8/1/2018,80,110,50,190,65,392,90,21,25,155,65
Caffe Mocha,IN941,3/1/2018,320,480,360,800,258,2067,387,90,245,645,142
Caffe Mocha,IT603,12/1/2018,20,40,20,60,28,961,35,8,6,63,29
Caffe Mocha,IT603,11/1/2018,40,50,10,90,33,193,41,12,-5,74,46
Caffe Mocha,IT603,10/1/2018,40,70,60,110,38,772,56,10,34,94,22
Caffe Mocha,IT603,9/1/2018,90,110,50,200,86,484,107,32,42,193,65
Caffe Mocha,IT603,8/1/2018,150,220,140,370,148,844,206,48,115,354,91
Caffe Mocha,IT603,7/1/2018,70,100,70,170,58,331,84,18,44,142,40
Caffe Mocha,IT603,6/1/2018,40,60,30,100,45,366,69,14,23,114,46
Caffe Mocha,IT603,5/1/2018,70,120,80,190,80,640,120,26,63,200,57
Caffe Mocha,IT603,4/1/2018,50,90,50,140,45,366,69,14,24,114,45
Caffe Mocha,IT603,3/1/2018,50,80,50,130,52,357,76,16,38,128,38
Caffe Mocha,IT603,2/1/2018,50,60,10,110,59,331,73,22,18,132,55
Caffe Mocha,IT603,1/1/2018,100,150,120,250,95,809,137,26,100,232,37
Caffe Mocha,JA206,7/1/2018,40,80,50,120,56,382,81,17,41,137,40
Caffe Mocha,JA206,5/1/2018,30,50,40,80,32,817,48,8,28,80,20
Caffe Mocha,JA253,10/1/2018,20,50,10,70,43,256,61,39,-7,104,68
Caffe Mocha,JA253,9/1/2018,60,100,90,160,99,766,144,27,106,243,38
Caffe Mocha,JA253,4/1/2018,10,20,20,30,22,452,34,6,17,56,17
Caffe Mocha,JA253,3/1/2018,50,80,60,130,50,814,73,14,48,123,25
Caffe Mocha,JA253,2/1/2018,190,210,140,400,228,1436,229,63,141,457,88
Caffe Mocha,JA253,1/1/2018,150,220,150,370,234,1282,311,77,202,545,109
Caffe Mocha,JA425,11/1/2018,30,40,10,70,35,191,47,11,9,82,38
Caffe Mocha,JA425,8/1/2018,60,100,80,160,77,449,112,21,79,189,33
Caffe Mocha,JA425,6/1/2018,40,70,40,110,65,372,109,20,66,174,43
Caffe Mocha,JA509,12/1/2018,10,30,20,40,18,818,27,5,11,45,16
Caffe Mocha,NE217,4/1/2018,30,50,40,80,32,817,48,8,28,80,20
Caffe Mocha,NE224,11/1/2018,60,110,60,170,80,640,120,26,62,200,58
Caffe Mocha,NE224,7/1/2018,60,100,90,160,77,449,112,21,80,189,32
Caffe Mocha,NE309,1/1/2018,80,140,90,220,75,549,114,24,59,189,55
Caffe Mocha,NE312,6/1/2018,60,110,70,170,80,640,120,26,63,200,57
Caffe Mocha,NE312,3/1/2018,50,70,50,120,48,617,62,15,35,110,27
Caffe Mocha,NE618,9/1/2018,40,70,50,110,50,814,73,14,48,123,25
Caffe Mocha,NE630,8/1/2018,160,160,100,320,170,1073,170,47,99,340,71
Caffe Mocha,NE708,2/1/2018,220,300,200,520,234,1282,311,77,202,545,109
Caffe Mocha,NE773,5/1/2018,50,70,40,120,55,305,75,18,29,130,46
Caffe Mocha,NE815,12/1/2018,0,50,40,50,0,774,43,0,32,43,11
Caffe Mocha,NE815,10/1/2018,10,30,20,40,19,774,28,5,11,47,17
Caffe Mocha,GR314,12/1/2018,40,70,50,110,56,382,81,17,41,137,40
Caffe Mocha,GR314,11/1/2018,40,80,60,120,42,771,61,11,38,103,23
Caffe Mocha,GR314,10/1/2018,260,270,180,530,228,1436,229,63,142,457,87
Caffe Mocha,GR314,8/1/2018,60,80,60,140,70,957,84,21,41,154,43
Caffe Mocha,GR573,7/1/2018,70,100,60,170,77,423,103,25,51,180,52
Caffe Mocha,GR573,3/1/2018,30,40,10,70,35,191,47,11,8,82,39
Caffe Mocha,GR573,2/1/2018,60,90,40,150,59,331,73,22,18,132,55
Caffe Mocha,GR573,1/1/2018,100,130,100,230,83,613,107,27,68,190,39
Caffe Mocha,GR636,5/1/2018,100,140,110,240,95,809,137,26,99,232,38
Caffe Mocha,GR660,6/1/2018,40,60,50,100,32,817,48,8,29,80,19
Caffe Mocha,GR660,4/1/2018,80,100,60,180,77,423,103,25,50,180,53
Caffe Mocha,GR816,9/1/2018,100,140,80,240,86,484,107,32,41,193,66
Caffe Mocha,UN225,11/1/2018,60,100,70,160,52,357,76,16,38,128,38
Caffe Mocha,UN225,7/1/2018,180,-30,-110,150,148,1071,-26,48,-117,122,91
Caffe Mocha,UN225,6/1/2018,20,30,20,50,23,620,31,7,12,54,19
Caffe Mocha,UN225,5/1/2018,30,40,20,70,28,961,35,8,6,63,29
Caffe Mocha,UN225,4/1/2018,50,90,70,140,47,772,68,13,44,115,24
Caffe Mocha,UN318,3/1/2018,70,100,60,170,75,956,90,23,46,165,44
Caffe Mocha,UN337,8/1/2018,110,150,100,260,104,596,150,33,95,254,55
Caffe Mocha,UN337,1/1/2018,110,160,60,270,92,541,128,83,15,220,113
Caffe Mocha,UN504,2/1/2018,80,110,70,190,86,490,120,26,71,206,49
Caffe Mocha,UN985,12/1/2018,100,20,-20,120,84,625,18,26,-31,102,49
Caffe Mocha,UN985,10/1/2018,50,80,20,130,54,427,75,49,-3,129,78
Caffe Mocha,UN985,9/1/2018,50,60,30,110,62,958,74,19,34,136,40
Caffe Mocha,SP702,10/1/2018,100,160,130,260,99,766,144,27,105,243,39
Caffe Mocha,SP702,4/1/2018,50,80,10,130,65,513,90,58,3,155,87
Caffe Mocha,SP702,1/1/2018,20,30,10,50,35,191,47,11,9,82,38
Caffe Mocha,SP775,12/1/2018,50,80,50,130,80,640,120,26,62,200,58
Caffe Mocha,SP775,11/1/2018,50,70,60,120,77,449,112,21,80,189,32
Caffe Mocha,SP775,9/1/2018,200,260,150,460,240,1391,294,91,169,534,125
Caffe Mocha,SP775,8/1/2018,150,160,100,310,228,1436,229,63,142,457,87
Caffe Mocha,SP775,7/1/2018,20,30,-10,50,30,165,38,11,-7,68,45
Caffe Mocha,SP775,6/1/2018,60,100,50,160,75,549,114,24,59,189,55
Caffe Mocha,SP775,5/1/2018,30,60,40,90,56,382,81,17,41,137,40
Caffe Mocha,SP775,3/1/2018,70,110,70,180,86,490,120,26,71,206,49
Caffe Mocha,SP775,2/1/2018,30,50,30,80,44,618,56,14,30,100,26
Caffe Mocha,ME319,10/1/2018,80,120,90,200,77,449,112,21,79,189,33
Caffe Mocha,ME319,5/1/2018,20,40,30,60,22,452,34,6,17,56,17
Caffe Mocha,ME319,2/1/2018,10,30,10,40,30,165,38,11,-6,68,44
Caffe Mocha,ME515,12/1/2018,40,80,50,120,75,549,114,24,58,189,56
Caffe Mocha,ME515,11/1/2018,50,90,60,140,86,490,120,26,71,206,49
Caffe Mocha,ME515,9/1/2018,20,50,40,70,27,772,39,7,21,66,18
Caffe Mocha,ME515,6/1/2018,150,-150,-220,0,240,1937,-240,91,-342,23,125
Caffe Mocha,ME563,4/1/2018,20,40,0,60,33,193,41,12,-4,74,45
Caffe Mocha,ME563,1/1/2018,40,60,10,100,65,513,90,58,3,155,87
Caffe Mocha,ME641,7/1/2018,0,40,30,40,0,774,43,0,32,43,11
Caffe Mocha,ME712,8/1/2018,40,80,60,120,47,772,68,13,44,115,24
Caffe Mocha,ME712,3/1/2018,40,80,50,120,52,357,76,16,38,128,38
Caffe Mocha,CA203,11/1/2018,40,70,10,110,54,427,75,49,-3,129,78
Caffe Mocha,CA203,10/1/2018,80,130,40,210,92,541,128,83,15,220,113
Caffe Mocha,CA203,6/1/2018,180,200,110,380,240,1454,255,91,131,495,124
Caffe Mocha,GE209,5/1/2018,40,60,50,100,47,772,68,13,43,115,25
Caffe Mocha,GE323,3/1/2018,40,60,30,100,59,331,73,22,18,132,55
Caffe Mocha,CA475,12/1/2018,30,70,40,100,45,366,69,14,24,114,45
Caffe Mocha,CA475,5/1/2018,180,220,160,400,213,942,252,66,164,465,88
Caffe Mocha,CH503,12/1/2018,30,50,30,80,44,618,56,14,30,100,26
Caffe Mocha,CH503,11/1/2018,60,90,50,150,86,484,107,32,41,193,66
Caffe Mocha,CH503,8/1/2018,80,140,110,220,104,596,150,33,95,254,55
Caffe Mocha,CH503,7/1/2018,120,190,120,310,148,844,206,48,115,354,91
Caffe Mocha,CH503,6/1/2018,80,100,40,180,86,484,107,32,42,193,65
